TransactionID,date,time,CustomerID,AccountType,TransactionType,amount,merchant,country,Counterparty,Channel,timestamp,transaction_id,risk_score,risk_level,risk_flags,risk_details,flagged_for_review,austrac_reporting_required
T00867,2025-02-16,15:53:09,C5781,Savings,ATM Withdrawal,16537.46,Westpac,Singapore,Company_1145,Branch,2025-02-16 15:53:09,TX_000534,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00052,2025-08-05,12:22:06,C2143,Investment,Wire Transfer,1897.41,Bunnings,United States,Company_1298,Online,2025-08-05 12:22:06,TX_000535,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00736,2025-06-08,09:04:38,C8369,Investment,Online Payment,13447.51,Bunnings,UAE,Company_6818,Branch,2025-06-08 09:04:38,TX_000536,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00604,2025-06-17,21:49:17,C1186,Checking,Wire Transfer,9100.81,ALDI,Singapore,Company_7697,Third Party,2025-06-17 21:49:17,TX_000537,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Singapore', 'Amount $9,100.81 is 9.0% below AUSTRAC threshold ($10,000)']",True,False
T00277,2025-09-28,08:38:03,C9753,Investment,ATM Withdrawal,18821.74,Optus,United Kingdom,Entity_9811,Branch,2025-09-28 08:38:03,TX_000538,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00535,2025-05-24,20:44:25,C3216,Savings,ATM Withdrawal,2875.29,Commonwealth Bank,UAE,Person_3280,ATM,2025-05-24 20:44:25,TX_000539,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00312,2025-07-21,22:20:13,C8362,Savings,Wire Transfer,1126.84,IKEA,Australia,Person_7895,Third Party,2025-07-21 22:20:13,TX_000540,15.0,LOW,['UNUSUAL_HOURS'],['Transaction at 22:00 (Late evening hours)'],False,False
T00676,2025-08-07,19:29:18,C2286,Savings,Cash Deposit,24277.9,Telstra,China,Entity_3529,Third Party,2025-08-07 19:29:18,TX_000541,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00444,2025-08-23,13:31:16,C2273,Checking,Cash Deposit,21065.74,David Jones,Hong Kong,Company_9122,Branch,2025-08-23 13:31:16,TX_000542,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00760,2025-03-04,21:13:24,C6854,Checking,Wire Transfer,21688.99,BP Australia,United States,Entity_6338,Mobile App,2025-03-04 21:13:24,TX_000543,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00196,2025-09-02,17:50:52,C1716,Business,ATM Withdrawal,19261.34,Officeworks,UAE,Entity_5594,ATM,2025-09-02 17:50:52,TX_000544,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00556,2025-07-26,23:56:30,C3280,Business,Wire Transfer,16605.26,Qantas,UAE,Company_7445,Mobile App,2025-07-26 23:56:30,TX_000545,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: UAE']",False,False
T00608,2025-07-09,14:06:38,C3110,Checking,ATM Withdrawal,14166.13,ZipPay,United Kingdom,Entity_7136,Online,2025-07-09 14:06:38,TX_000546,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00998,2025-03-26,03:25:52,C5554,Business,ATM Withdrawal,9187.86,PayQuick Offshore,Singapore,Person_5025,Third Party,2025-03-26 03:25:52,TX_000547,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 03:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore', 'Amount $9,187.86 is 8.1% below AUSTRAC threshold ($10,000)']",True,True
T00455,2025-08-10,02:57:56,C8188,Savings,Online Payment,19248.85,Google Play,Australia,Entity_2020,ATM,2025-08-10 02:57:56,TX_000548,25.0,MEDIUM,['LATE_NIGHT_TRANSACTION'],['Transaction at 02:00 (High-risk hours: 12am-5am)'],False,False
T00242,2025-01-11,09:39:17,C9978,Savings,Crypto Purchase,24031.7,eBay,Hong Kong,Person_3293,ATM,2025-01-11 09:39:17,TX_000549,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00021,2025-04-04,09:26:34,C5546,Checking,Online Payment,17023.67,Bunnings,United States,Company_2759,Mobile App,2025-04-04 09:26:34,TX_000550,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00632,2025-07-02,11:43:08,C3044,Savings,Online Payment,1221.8,Aldi Australia,United Kingdom,Person_9307,Third Party,2025-07-02 11:43:08,TX_000551,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00918,2025-06-27,06:30:44,C6942,Checking,Online Payment,24247.04,Optus,Singapore,Entity_1877,ATM,2025-06-27 06:30:44,TX_000552,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00385,2025-02-08,01:56:17,C7636,Business,Cash Deposit,8717.96,Caltex,Hong Kong,Company_4773,Third Party,2025-02-08 01:56:17,TX_000553,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong', 'Amount $8,717.96 is 12.8% below AUSTRAC threshold ($10,000)']",True,True
T00121,2025-04-21,04:46:33,C7037,Savings,ATM Withdrawal,2881.16,Uber,United Kingdom,Person_7096,ATM,2025-04-21 04:46:33,TX_000554,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00003,2025-08-09,14:31:07,C5026,Savings,Online Payment,14986.53,Telstra,Hong Kong,Company_1546,ATM,2025-08-09 14:31:07,TX_000555,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00129,2025-02-22,01:27:58,C9318,Business,Wire Transfer,15845.88,Target,Singapore,Entity_6714,Third Party,2025-02-22 01:27:58,TX_000556,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore']",False,False
T00207,2025-02-08,00:51:32,C3643,Business,Crypto Purchase,24068.08,David Jones,China,Person_8875,Branch,2025-02-08 00:51:32,TX_000557,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00856,2025-02-26,01:24:44,C2131,Business,Crypto Purchase,20024.64,BP Australia,United States,Entity_6425,Third Party,2025-02-26 01:24:44,TX_000558,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: United States']",False,False
T00135,2025-03-24,04:22:35,C4181,Checking,Cash Deposit,4082.64,Microsoft Store,Singapore,Person_9956,Third Party,2025-03-24 04:22:35,TX_000559,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore']",False,False
T00256,2025-06-30,07:46:05,C9539,Savings,Wire Transfer,4477.12,JB Hi-Fi,United States,Person_6569,Third Party,2025-06-30 07:46:05,TX_000560,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00214,2025-03-22,09:40:37,C9325,Business,Cash Deposit,15974.85,Harvey Norman,China,Person_1236,Branch,2025-03-22 09:40:37,TX_000561,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00205,2025-07-09,18:24:17,C6121,Investment,Cash Deposit,11002.34,Kmart,China,Person_5567,Mobile App,2025-07-09 18:24:17,TX_000562,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00902,2025-02-04,09:09:20,C5321,Checking,Online Payment,18341.17,Woolworths,United Kingdom,Entity_7273,Branch,2025-02-04 09:09:20,TX_000563,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00139,2025-02-24,16:52:21,C7869,Business,Cash Deposit,176.29,Officeworks,United Kingdom,Entity_9112,Online,2025-02-24 16:52:21,TX_000564,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00512,2025-06-25,13:06:41,C6404,Business,Crypto Purchase,13519.52,Aldi Australia,United States,Company_6717,Third Party,2025-06-25 13:06:41,TX_000565,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00063,2025-06-06,20:07:48,C3928,Savings,Wire Transfer,5937.82,IKEA,United States,Entity_3999,Third Party,2025-06-06 20:07:48,TX_000566,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00530,2025-02-12,20:21:39,C7642,Investment,Wire Transfer,19292.6,ALDI,United Kingdom,Company_2427,Mobile App,2025-02-12 20:21:39,TX_000567,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00092,2025-01-21,17:14:36,C5924,Investment,Cash Deposit,17590.32,Domain,UAE,Company_2830,Mobile App,2025-01-21 17:14:36,TX_000568,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00335,2025-06-18,17:03:55,C7230,Investment,Wire Transfer,1951.2,Bunnings,China,Company_7794,Mobile App,2025-06-18 17:03:55,TX_000569,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00580,2025-05-16,02:29:23,C5332,Investment,Crypto Purchase,10229.21,Seek,UAE,Person_4264,Mobile App,2025-05-16 02:29:23,TX_000570,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: UAE']",False,False
T00252,2025-04-22,16:39:47,C8391,Business,Cash Deposit,9909.36,MerchantServices Ltd,Singapore,Company_2847,Mobile App,2025-04-22 16:39:47,TX_000571,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Singapore', 'Amount $9,909.36 is 0.9% below AUSTRAC threshold ($10,000)']",True,False
T00644,2025-02-25,04:12:46,C1621,Business,Wire Transfer,6593.49,Google Play,Singapore,Company_3468,ATM,2025-02-25 04:12:46,TX_000572,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore']",False,False
T00188,2025-04-07,04:07:13,C7251,Checking,Crypto Purchase,10989.93,Commonwealth Bank,China,Person_6734,Mobile App,2025-04-07 04:07:13,TX_000573,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
T00123,2025-09-06,19:02:28,C1171,Checking,Cash Deposit,6485.64,Coles Express,UAE,Company_6191,Online,2025-09-06 19:02:28,TX_000574,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00363,2025-01-18,07:16:40,C8899,Investment,Cash Deposit,9896.54,Offshore Investments LLC,Singapore,Entity_1636,Third Party,2025-01-18 07:16:40,TX_000575,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Singapore', 'Amount $9,896.54 is 1.0% below AUSTRAC threshold ($10,000)']",True,False
T00715,2025-07-29,14:13:38,C4483,Investment,ATM Withdrawal,14734.43,Afterpay,United States,Person_3659,Third Party,2025-07-29 14:13:38,TX_000576,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00445,2025-08-24,11:03:18,C8848,Checking,Wire Transfer,13136.56,Apple Store,Hong Kong,Company_4356,Online,2025-08-24 11:03:18,TX_000577,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00187,2025-01-14,00:52:53,C9512,Checking,Cash Deposit,9365.4,FastFunds Remit,Hong Kong,Company_6396,Online,2025-01-14 00:52:53,TX_000578,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong', 'Amount $9,365.40 is 6.3% below AUSTRAC threshold ($10,000)']",True,True
T00568,2025-05-22,13:12:45,C3695,Checking,Crypto Purchase,7386.41,Westpac,Hong Kong,Company_9569,ATM,2025-05-22 13:12:45,TX_000579,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00549,2025-08-16,19:20:09,C8173,Investment,Wire Transfer,869.52,Microsoft Store,China,Person_1241,Branch,2025-08-16 19:20:09,TX_000580,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00616,2025-10-07,23:10:53,C2276,Investment,Cash Deposit,13165.97,eBay,United Kingdom,Company_7510,Online,2025-10-07 23:10:53,TX_000581,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: United Kingdom']",False,False
T00692,2025-05-15,07:45:26,C8254,Savings,Wire Transfer,658.8,Qantas,United Kingdom,Person_8062,Third Party,2025-05-15 07:45:26,TX_000582,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00796,2025-06-22,21:01:46,C3111,Savings,ATM Withdrawal,8124.07,eBay,Hong Kong,Person_3147,Branch,2025-06-22 21:01:46,TX_000583,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $8,124.07 is 18.8% below AUSTRAC threshold ($10,000)']",True,False
T00845,2025-01-04,07:25:27,C9752,Savings,Online Payment,9959.28,W00lw0rths Services,Singapore,Company_7638,Third Party,2025-01-04 07:25:27,TX_000584,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Singapore', 'Amount $9,959.28 is 0.4% below AUSTRAC threshold ($10,000)']",True,False
T00625,2025-01-27,23:33:26,C8880,Investment,Wire Transfer,6628.91,Bunnings,United Kingdom,Person_4206,ATM,2025-01-27 23:33:26,TX_000585,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 23:00 (Late evening hours)', 'International transaction: United Kingdom']",False,False
T00490,2025-07-20,20:52:10,C7105,Investment,ATM Withdrawal,7569.38,Qantas,Singapore,Person_4846,Branch,2025-07-20 20:52:10,TX_000586,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00974,2025-05-19,18:55:35,C2335,Investment,Wire Transfer,9111.43,W00lw0rths Services,Hong Kong,Company_6712,ATM,2025-05-19 18:55:35,TX_000587,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,111.43 is 8.9% below AUSTRAC threshold ($10,000)']",True,False
T00703,2025-06-30,14:14:18,C5403,Savings,ATM Withdrawal,8442.44,ANZ,UAE,Entity_8891,ATM,2025-06-30 14:14:18,TX_000588,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: UAE', 'Amount $8,442.44 is 15.6% below AUSTRAC threshold ($10,000)']",True,False
T00893,2025-06-04,17:05:38,C4416,Savings,Crypto Purchase,12874.2,BP Australia,UAE,Person_6018,Branch,2025-06-04 17:05:38,TX_000589,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00589,2025-08-20,11:23:57,C9975,Savings,ATM Withdrawal,20180.91,Telstra,Singapore,Person_2831,ATM,2025-08-20 11:23:57,TX_000590,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00319,2025-02-21,06:49:15,C2364,Checking,Wire Transfer,24895.99,PayPal,Australia,Company_1857,Third Party,2025-02-21 06:49:15,TX_000591,0.0,LOW,[],[],False,False
T00670,2025-04-22,16:18:10,C5637,Savings,Wire Transfer,17654.1,Kmart,United States,Entity_1246,Mobile App,2025-04-22 16:18:10,TX_000592,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00646,2025-01-15,22:50:36,C9535,Business,Crypto Purchase,12434.34,Woolworths,Hong Kong,Entity_8632,Mobile App,2025-01-15 22:50:36,TX_000593,25.0,MEDIUM,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION']","['Transaction at 22:00 (Late evening hours)', 'International transaction: Hong Kong']",False,False
T00275,2025-05-23,22:34:42,C5299,Business,Crypto Purchase,9539.45,MerchantServices Ltd,UAE,Person_4589,Branch,2025-05-23 22:34:42,TX_000594,55.0,HIGH,"['UNUSUAL_HOURS', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 22:00 (Late evening hours)', 'International transaction: UAE', 'Amount $9,539.45 is 4.6% below AUSTRAC threshold ($10,000)']",True,False
T00550,2025-07-01,12:32:43,C2673,Investment,ATM Withdrawal,3564.38,Google Play,Australia,Company_6918,ATM,2025-07-01 12:32:43,TX_000595,0.0,LOW,[],[],False,False
T00599,2025-01-12,07:45:25,C5398,Investment,Wire Transfer,15637.79,Myer,Australia,Company_5186,Third Party,2025-01-12 07:45:25,TX_000596,0.0,LOW,[],[],False,False
T00503,2025-02-22,00:00:38,C6868,Business,Wire Transfer,9248.05,Qantass Travel,Singapore,Entity_6289,Online,2025-02-22 00:00:38,TX_000597,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore', 'Amount $9,248.05 is 7.5% below AUSTRAC threshold ($10,000)']",True,True
T00304,2025-07-20,15:26:24,C2061,Business,Wire Transfer,19191.51,Coles,China,Person_5575,Third Party,2025-07-20 15:26:24,TX_000598,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00727,2025-01-30,08:57:35,C7006,Checking,Wire Transfer,20029.2,Woolworths,Singapore,Entity_3535,Online,2025-01-30 08:57:35,TX_000599,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00894,2025-08-24,03:13:39,C8968,Business,Crypto Purchase,10993.45,ALDI,Australia,Person_2147,Third Party,2025-08-24 03:13:39,TX_000600,25.0,MEDIUM,['LATE_NIGHT_TRANSACTION'],['Transaction at 03:00 (High-risk hours: 12am-5am)'],False,False
T00762,2025-05-18,11:30:33,C9974,Checking,Wire Transfer,17451.91,Bunnings,China,Entity_8308,Third Party,2025-05-18 11:30:33,TX_000601,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00161,2025-08-13,14:57:52,C2968,Savings,ATM Withdrawal,7025.03,Kmart,United States,Company_5435,Online,2025-08-13 14:57:52,TX_000602,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00314,2025-06-09,06:33:10,C6626,Investment,Wire Transfer,24824.47,IKEA,United States,Person_6951,Branch,2025-06-09 06:33:10,TX_000603,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00061,2025-10-03,01:32:53,C8149,Checking,ATM Withdrawal,24294.22,Westpac,Hong Kong,Company_7654,ATM,2025-10-03 01:32:53,TX_000604,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong']",False,False
T00203,2025-08-26,18:43:17,C5009,Investment,Online Payment,17879.15,Westpac,Australia,Person_7076,ATM,2025-08-26 18:43:17,TX_000605,0.0,LOW,[],[],False,False
T00296,2025-09-03,19:02:08,C9553,Savings,Wire Transfer,8787.95,Harvey Norman,China,Entity_8360,Branch,2025-09-03 19:02:08,TX_000606,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: China', 'Amount $8,787.95 is 12.1% below AUSTRAC threshold ($10,000)']",True,False
T00299,2025-03-04,01:49:18,C5347,Savings,ATM Withdrawal,9117.59,Westpack Banking Co,Singapore,Company_3339,Mobile App,2025-03-04 01:49:18,TX_000607,65.0,VERY_HIGH,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['Transaction at 01:00 (High-risk hours: 12am-5am)', 'International transaction: Singapore', 'Amount $9,117.59 is 8.8% below AUSTRAC threshold ($10,000)']",True,True
T00755,2025-07-22,03:02:19,C6227,Investment,Cash Deposit,16569.69,IKEA,United Kingdom,Person_9366,Branch,2025-07-22 03:02:19,TX_000608,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 03:00 (High-risk hours: 12am-5am)', 'International transaction: United Kingdom']",False,False
T00366,2025-08-14,00:55:42,C8386,Business,Online Payment,2255.79,Target,Hong Kong,Entity_3006,Online,2025-08-14 00:55:42,TX_000609,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong']",False,False
T00828,2025-02-02,05:51:50,C7273,Investment,ATM Withdrawal,80.73,Seek,Singapore,Company_5137,Third Party,2025-02-02 05:51:50,TX_000610,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Singapore'],False,False
T00898,2025-04-22,12:21:47,C6784,Checking,Wire Transfer,6956.85,Optus,United Kingdom,Company_5781,ATM,2025-04-22 12:21:47,TX_000611,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00907,2025-02-12,20:39:17,C3984,Investment,Wire Transfer,10355.13,ZipPay,Hong Kong,Company_8155,ATM,2025-02-12 20:39:17,TX_000612,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00876,2025-06-02,06:11:28,C8128,Savings,Online Payment,11781.06,Harvey Norman,Hong Kong,Company_5895,Online,2025-06-02 06:11:28,TX_000613,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00868,2025-08-22,16:43:47,C4995,Checking,Cash Deposit,13712.43,Uber,United Kingdom,Person_7765,Third Party,2025-08-22 16:43:47,TX_000614,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United Kingdom'],False,False
T00782,2025-01-09,13:34:43,C3842,Checking,Cash Deposit,15833.92,ALDI,China,Person_8320,ATM,2025-01-09 13:34:43,TX_000615,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: China'],False,False
T00814,2025-03-08,19:47:39,C1726,Business,Crypto Purchase,22357.78,Optus,Australia,Entity_3774,Mobile App,2025-03-08 19:47:39,TX_000616,0.0,LOW,[],[],False,False
T00039,2025-03-25,04:23:44,C1267,Checking,ATM Withdrawal,13044.81,Aldi Australia,UAE,Entity_1163,ATM,2025-03-25 04:23:44,TX_000617,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 04:00 (High-risk hours: 12am-5am)', 'International transaction: UAE']",False,False
T00493,2025-09-28,17:11:50,C4062,Business,Cash Deposit,9817.48,Coles Express,Hong Kong,Entity_9054,ATM,2025-09-28 17:11:50,TX_000618,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,817.48 is 1.8% below AUSTRAC threshold ($10,000)']",True,False
T00925,2025-10-03,13:21:52,C2958,Savings,Cash Deposit,9103.91,FastFunds Remit,UAE,Person_2680,Online,2025-10-03 13:21:52,TX_000619,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: UAE', 'Amount $9,103.91 is 9.0% below AUSTRAC threshold ($10,000)']",True,False
T00170,2025-04-12,18:50:09,C2709,Business,Wire Transfer,9897.55,Harvey Norman,Hong Kong,Entity_8149,Branch,2025-04-12 18:50:09,TX_000620,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Hong Kong', 'Amount $9,897.55 is 1.0% below AUSTRAC threshold ($10,000)']",True,False
T00041,2025-09-06,05:47:42,C4605,Investment,Cash Deposit,18695.64,Woolworths,Hong Kong,Person_9600,Online,2025-09-06 05:47:42,TX_000621,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00377,2025-04-17,14:38:24,C1340,Checking,Crypto Purchase,11300.22,IAG Insurance,Hong Kong,Entity_4997,Online,2025-04-17 14:38:24,TX_000622,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00813,2025-04-14,05:00:38,C5630,Savings,Wire Transfer,9806.68,GoldenGate Exports,Singapore,Entity_9691,ATM,2025-04-14 05:00:38,TX_000623,40.0,HIGH,"['INTERNATIONAL_TRANSACTION', 'POTENTIAL_STRUCTURING']","['International transaction: Singapore', 'Amount $9,806.68 is 1.9% below AUSTRAC threshold ($10,000)']",True,False
T00656,2025-09-07,02:44:52,C5369,Checking,Online Payment,14776.26,Telstra,Hong Kong,Person_6807,Branch,2025-09-07 02:44:52,TX_000624,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 02:00 (High-risk hours: 12am-5am)', 'International transaction: Hong Kong']",False,False
T00643,2025-03-31,14:09:08,C7916,Savings,Wire Transfer,6784.28,Seek,Hong Kong,Person_2654,Branch,2025-03-31 14:09:08,TX_000625,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: Hong Kong'],False,False
T00899,2025-08-08,12:58:16,C4267,Checking,ATM Withdrawal,7132.17,JB Hi-Fi,UAE,Entity_7474,Third Party,2025-08-08 12:58:16,TX_000626,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: UAE'],False,False
T00605,2025-09-14,21:37:22,C2338,Checking,Wire Transfer,7396.92,Telstra,United States,Company_1994,Online,2025-09-14 21:37:22,TX_000627,10.0,LOW,['INTERNATIONAL_TRANSACTION'],['International transaction: United States'],False,False
T00969,2025-04-05,00:40:23,C6474,Investment,Crypto Purchase,15143.6,Caltex,China,Person_6491,Third Party,2025-04-05 00:40:23,TX_000628,35.0,MEDIUM,"['LATE_NIGHT_TRANSACTION', 'INTERNATIONAL_TRANSACTION']","['Transaction at 00:00 (High-risk hours: 12am-5am)', 'International transaction: China']",False,False
