TransactionID,Date,Time,CustomerID,AccountType,TransactionType,Amount,Merchant,Country,Counterparty,Channel
T00769,2025-05-24,22:01:14,C5476,Checking,ATM Withdrawal,5754.2,NAB,Australia,Entity_5567,ATM
T00846,2025-06-13,03:14:52,C6011,Checking,Online Payment,12497.26,Optus,Australia,Person_2440,ATM
T00776,2025-04-23,23:35:33,C4496,Investment,Wire Transfer,6532.1,Google Play,Singapore,Person_9734,ATM
T00011,2025-03-25,20:04:35,C4871,Savings,Wire Transfer,4625.94,Commonwealth Bank,United Kingdom,Entity_4732,Branch
T00028,2025-01-19,00:16:08,C4490,Savings,ATM Withdrawal,12404.66,Qantas,UAE,Entity_3985,ATM
T00234,2025-09-17,21:45:59,C8215,Checking,ATM Withdrawal,1810.69,Coles,United States,Company_5640,Third Party
T00201,2025-07-25,21:29:00,C2810,Investment,Cash Deposit,3501.91,Commonwealth Bank,United Kingdom,Entity_6212,Mobile App
T00881,2025-02-12,21:45:49,C8441,Investment,ATM Withdrawal,5749.95,Optus,Hong Kong,Company_6856,Branch
T00572,2025-08-30,09:27:28,C7042,Investment,Cash Deposit,19145.64,Harvey Norman,United Kingdom,Person_1037,Third Party
T00115,2025-02-27,06:20:43,C4570,Savings,ATM Withdrawal,12826.72,Aldi Australia,Hong Kong,Company_1719,Online
T00138,2025-01-06,10:09:11,C1426,Business,Crypto Purchase,23506.33,ALDI,Singapore,Person_6018,ATM
T00122,2025-03-21,07:17:18,C3765,Savings,Crypto Purchase,13559.13,Coles,Singapore,Entity_2407,Mobile App
T00992,2025-06-06,04:34:10,C3743,Business,Online Payment,23789.39,eBay,China,Person_3730,Branch
T00520,2025-05-21,09:51:09,C1771,Investment,ATM Withdrawal,5722.41,Optus,United States,Person_9946,Online
T00416,2025-02-03,05:56:19,C1723,Savings,Wire Transfer,3371.27,Afterpay,Australia,Person_2598,Third Party
T00235,2025-09-23,19:44:35,C3749,Business,Wire Transfer,23609.08,ZipPay,Singapore,Entity_5071,Branch
T00764,2025-05-30,07:13:36,C2136,Investment,Cash Deposit,18830.28,Optus,United States,Company_8065,Branch
T00209,2025-07-22,04:56:04,C4300,Checking,Online Payment,10253.38,Domain,United Kingdom,Company_6427,Online
T00941,2025-07-30,10:17:20,C8521,Checking,Crypto Purchase,17220.79,Bunnings,United States,Company_4541,Branch
T00741,2025-06-29,08:42:05,C7869,Savings,ATM Withdrawal,1157.2,Coles Express,Australia,Person_2816,Third Party
T00246,2025-08-29,08:09:12,C1614,Business,Wire Transfer,2406.35,Westpac,Hong Kong,Person_8798,Third Party
T00150,2025-03-04,19:15:47,C5706,Checking,Crypto Purchase,6137.54,Optus,Australia,Company_3497,Online
T00094,2025-04-12,10:25:12,C4432,Savings,Cash Deposit,24063.06,Coles,United Kingdom,Entity_1183,Online
T00018,2025-05-16,07:31:42,C8137,Savings,Cash Deposit,5031.86,Westpac,Australia,Company_4794,Third Party
T00684,2025-09-05,15:02:17,C2324,Savings,ATM Withdrawal,9323.79,GoldenGate Exports,Singapore,Entity_7864,Online
T00677,2025-01-23,10:19:28,C7802,Business,Online Payment,19893.78,Qantas,United Kingdom,Person_3699,Third Party
T00485,2025-02-17,13:42:22,C9932,Checking,Online Payment,22701.26,JB Hi-Fi,Hong Kong,Person_1787,Mobile App
T00745,2025-09-17,18:53:28,C8469,Business,Crypto Purchase,7070.7,Myer,Hong Kong,Company_3144,Online
T00927,2025-04-27,13:53:46,C8427,Savings,Crypto Purchase,9515.0,Microsoft Store,UAE,Person_3001,Mobile App
T00854,2025-08-12,02:52:35,C7188,Checking,Crypto Purchase,3361.26,Officeworks,United States,Company_6063,Branch
T00247,2025-04-25,11:28:02,C2721,Checking,Wire Transfer,8447.03,Apple Store,Hong Kong,Entity_8271,Third Party
T00805,2025-01-28,08:30:11,C6066,Checking,Cash Deposit,19331.93,PayPal,Hong Kong,Person_2746,Branch
T00045,2025-08-26,22:23:54,C8054,Business,Online Payment,9806.48,UAE Trade Co,UAE,Person_2049,Branch
T00848,2025-02-10,05:32:53,C8034,Checking,Online Payment,14013.23,David Jones,United Kingdom,Entity_5044,Branch
T00905,2025-02-22,08:18:03,C4538,Investment,ATM Withdrawal,15831.89,Westpac,UAE,Person_6520,ATM
T00706,2025-06-28,08:41:10,C9554,Checking,Cash Deposit,8897.82,Myer,Singapore,Person_8365,Mobile App
T00372,2025-04-15,14:28:51,C6592,Checking,Crypto Purchase,15450.73,Amazon,Hong Kong,Company_8107,Online
T00641,2025-08-20,02:30:09,C3795,Investment,ATM Withdrawal,23854.47,BP Australia,UAE,Person_1177,Branch
T00160,2025-02-17,17:03:05,C6299,Savings,Online Payment,23514.44,Seek,United States,Person_1111,ATM
T00896,2025-10-04,20:28:18,C8639,Business,ATM Withdrawal,21841.91,Amazon,United Kingdom,Company_6244,Mobile App
T00777,2025-10-03,14:31:11,C9649,Savings,Cash Deposit,276.36,Qantas,China,Entity_8099,Online
T00165,2025-09-01,02:42:39,C3762,Business,Cash Deposit,14328.7,Harvey Norman,China,Company_7021,Branch
T00239,2025-10-10,00:23:04,C3699,Business,Crypto Purchase,3256.08,Coles,Hong Kong,Person_2288,Branch
T00285,2025-01-22,19:15:38,C1517,Savings,Cash Deposit,19049.69,IKEA,Singapore,Company_8701,Online
T00457,2025-07-25,05:17:52,C7945,Business,Online Payment,10664.64,Optus,China,Person_4279,ATM
T00654,2025-08-06,15:47:53,C6091,Business,Wire Transfer,19995.43,BP Australia,United Kingdom,Entity_4833,Branch
T00951,2025-06-06,10:24:44,C6533,Investment,Crypto Purchase,9622.31,Westpack Banking Co,Hong Kong,Company_4055,ATM
T00911,2025-04-23,14:50:06,C2883,Investment,Cash Deposit,101638.3,Westpack Banking Co,UAE,Entity_9363,Online
T00465,2025-07-05,19:09:10,C7926,Business,Cash Deposit,3403.65,BP Australia,United States,Person_8740,ATM
T00087,2025-04-18,05:21:44,C9985,Checking,ATM Withdrawal,13375.53,BP Australia,Hong Kong,Person_5965,ATM
T00426,2025-08-06,03:15:49,C4151,Savings,Wire Transfer,9100.46,Shell Intl Payments,Singapore,Person_3375,ATM
T00261,2025-02-27,14:51:56,C1582,Savings,Online Payment,21684.56,Woolworths,UAE,Person_6531,Third Party
T00966,2025-06-30,13:48:02,C8661,Checking,Crypto Purchase,9876.92,ZipPay,United Kingdom,Person_5675,Third Party
T00617,2025-05-10,17:14:19,C7250,Business,ATM Withdrawal,17295.99,JB Hi-Fi,United Kingdom,Entity_2618,Mobile App
T00824,2025-08-05,14:00:22,C4755,Investment,Cash Deposit,15674.2,David Jones,China,Company_2107,Online
T00006,2025-03-18,16:25:32,C8949,Investment,Cash Deposit,8376.03,Apple Store,United Kingdom,Company_4935,Branch
T00647,2025-02-02,03:36:18,C6120,Checking,Online Payment,9549.88,Global Gold Traders,UAE,Company_9121,Branch
T00891,2025-09-25,20:40:05,C7456,Investment,ATM Withdrawal,19204.71,Bunnings,United States,Company_3348,Online
T00758,2025-04-17,08:28:35,C4419,Checking,ATM Withdrawal,19945.78,Bunnings,Australia,Company_4773,Third Party
T00603,2025-02-24,19:24:09,C3123,Investment,ATM Withdrawal,8662.54,PayPal,United States,Entity_4013,Mobile App
T00362,2025-02-21,13:08:20,C4667,Investment,Wire Transfer,12479.22,Amazon,United States,Person_4448,Third Party
T00177,2025-04-03,23:37:04,C1707,Business,ATM Withdrawal,3458.7,IAG Insurance,United Kingdom,Entity_1109,Mobile App
T00389,2025-02-12,12:40:03,C5900,Investment,Wire Transfer,9354.53,PayQuick Offshore,Singapore,Person_1416,Online
T00311,2025-08-04,04:43:47,C1360,Business,Cash Deposit,24448.62,eBay,United States,Entity_2089,Mobile App
T00867,2025-02-16,15:53:09,C5781,Savings,ATM Withdrawal,16537.46,Westpac,Singapore,Company_1145,Branch
T00052,2025-08-05,12:22:06,C2143,Investment,Wire Transfer,1897.41,Bunnings,United States,Company_1298,Online
T00736,2025-06-08,09:04:38,C8369,Investment,Online Payment,13447.51,Bunnings,UAE,Company_6818,Branch
T00604,2025-06-17,21:49:17,C1186,Checking,Wire Transfer,9100.81,ALDI,Singapore,Company_7697,Third Party
T00277,2025-09-28,08:38:03,C9753,Investment,ATM Withdrawal,18821.74,Optus,United Kingdom,Entity_9811,Branch
T00535,2025-05-24,20:44:25,C3216,Savings,ATM Withdrawal,2875.29,Commonwealth Bank,UAE,Person_3280,ATM
T00312,2025-07-21,22:20:13,C8362,Savings,Wire Transfer,1126.84,IKEA,Australia,Person_7895,Third Party
T00676,2025-08-07,19:29:18,C2286,Savings,Cash Deposit,24277.9,Telstra,China,Entity_3529,Third Party
T00444,2025-08-23,13:31:16,C2273,Checking,Cash Deposit,21065.74,David Jones,Hong Kong,Company_9122,Branch
T00760,2025-03-04,21:13:24,C6854,Checking,Wire Transfer,21688.99,BP Australia,United States,Entity_6338,Mobile App
T00196,2025-09-02,17:50:52,C1716,Business,ATM Withdrawal,19261.34,Officeworks,UAE,Entity_5594,ATM
T00556,2025-07-26,23:56:30,C3280,Business,Wire Transfer,16605.26,Qantas,UAE,Company_7445,Mobile App
T00608,2025-07-09,14:06:38,C3110,Checking,ATM Withdrawal,14166.13,ZipPay,United Kingdom,Entity_7136,Online
T00998,2025-03-26,03:25:52,C5554,Business,ATM Withdrawal,9187.86,PayQuick Offshore,Singapore,Person_5025,Third Party
T00455,2025-08-10,02:57:56,C8188,Savings,Online Payment,19248.85,Google Play,Australia,Entity_2020,ATM
T00242,2025-01-11,09:39:17,C9978,Savings,Crypto Purchase,24031.7,eBay,Hong Kong,Person_3293,ATM
T00021,2025-04-04,09:26:34,C5546,Checking,Online Payment,17023.67,Bunnings,United States,Company_2759,Mobile App
T00632,2025-07-02,11:43:08,C3044,Savings,Online Payment,1221.8,Aldi Australia,United Kingdom,Person_9307,Third Party
T00918,2025-06-27,06:30:44,C6942,Checking,Online Payment,24247.04,Optus,Singapore,Entity_1877,ATM
T00385,2025-02-08,01:56:17,C7636,Business,Cash Deposit,8717.96,Caltex,Hong Kong,Company_4773,Third Party
T00121,2025-04-21,04:46:33,C7037,Savings,ATM Withdrawal,2881.16,Uber,United Kingdom,Person_7096,ATM
T00003,2025-08-09,14:31:07,C5026,Savings,Online Payment,14986.53,Telstra,Hong Kong,Company_1546,ATM
T00129,2025-02-22,01:27:58,C9318,Business,Wire Transfer,15845.88,Target,Singapore,Entity_6714,Third Party
T00207,2025-02-08,00:51:32,C3643,Business,Crypto Purchase,24068.08,David Jones,China,Person_8875,Branch
T00856,2025-02-26,01:24:44,C2131,Business,Crypto Purchase,20024.64,BP Australia,United States,Entity_6425,Third Party
T00135,2025-03-24,04:22:35,C4181,Checking,Cash Deposit,4082.64,Microsoft Store,Singapore,Person_9956,Third Party
T00256,2025-06-30,07:46:05,C9539,Savings,Wire Transfer,4477.12,JB Hi-Fi,United States,Person_6569,Third Party
T00214,2025-03-22,09:40:37,C9325,Business,Cash Deposit,15974.85,Harvey Norman,China,Person_1236,Branch
T00205,2025-07-09,18:24:17,C6121,Investment,Cash Deposit,11002.34,Kmart,China,Person_5567,Mobile App
T00902,2025-02-04,09:09:20,C5321,Checking,Online Payment,18341.17,Woolworths,United Kingdom,Entity_7273,Branch
T00139,2025-02-24,16:52:21,C7869,Business,Cash Deposit,176.29,Officeworks,United Kingdom,Entity_9112,Online
T00512,2025-06-25,13:06:41,C6404,Business,Crypto Purchase,13519.52,Aldi Australia,United States,Company_6717,Third Party
T00063,2025-06-06,20:07:48,C3928,Savings,Wire Transfer,5937.82,IKEA,United States,Entity_3999,Third Party
T00530,2025-02-12,20:21:39,C7642,Investment,Wire Transfer,19292.6,ALDI,United Kingdom,Company_2427,Mobile App
T00092,2025-01-21,17:14:36,C5924,Investment,Cash Deposit,17590.32,Domain,UAE,Company_2830,Mobile App
T00335,2025-06-18,17:03:55,C7230,Investment,Wire Transfer,1951.2,Bunnings,China,Company_7794,Mobile App
T00580,2025-05-16,02:29:23,C5332,Investment,Crypto Purchase,10229.21,Seek,UAE,Person_4264,Mobile App
T00252,2025-04-22,16:39:47,C8391,Business,Cash Deposit,9909.36,MerchantServices Ltd,Singapore,Company_2847,Mobile App
T00644,2025-02-25,04:12:46,C1621,Business,Wire Transfer,6593.49,Google Play,Singapore,Company_3468,ATM
T00188,2025-04-07,04:07:13,C7251,Checking,Crypto Purchase,10989.93,Commonwealth Bank,China,Person_6734,Mobile App
T00123,2025-09-06,19:02:28,C1171,Checking,Cash Deposit,6485.64,Coles Express,UAE,Company_6191,Online
T00363,2025-01-18,07:16:40,C8899,Investment,Cash Deposit,9896.54,Offshore Investments LLC,Singapore,Entity_1636,Third Party
T00715,2025-07-29,14:13:38,C4483,Investment,ATM Withdrawal,14734.43,Afterpay,United States,Person_3659,Third Party
T00445,2025-08-24,11:03:18,C8848,Checking,Wire Transfer,13136.56,Apple Store,Hong Kong,Company_4356,Online
T00187,2025-01-14,00:52:53,C9512,Checking,Cash Deposit,9365.4,FastFunds Remit,Hong Kong,Company_6396,Online
T00568,2025-05-22,13:12:45,C3695,Checking,Crypto Purchase,7386.41,Westpac,Hong Kong,Company_9569,ATM
T00549,2025-08-16,19:20:09,C8173,Investment,Wire Transfer,869.52,Microsoft Store,China,Person_1241,Branch
T00616,2025-10-07,23:10:53,C2276,Investment,Cash Deposit,13165.97,eBay,United Kingdom,Company_7510,Online
T00692,2025-05-15,07:45:26,C8254,Savings,Wire Transfer,658.8,Qantas,United Kingdom,Person_8062,Third Party
T00796,2025-06-22,21:01:46,C3111,Savings,ATM Withdrawal,8124.07,eBay,Hong Kong,Person_3147,Branch
T00845,2025-01-04,07:25:27,C9752,Savings,Online Payment,9959.28,W00lw0rths Services,Singapore,Company_7638,Third Party
T00625,2025-01-27,23:33:26,C8880,Investment,Wire Transfer,6628.91,Bunnings,United Kingdom,Person_4206,ATM
T00490,2025-07-20,20:52:10,C7105,Investment,ATM Withdrawal,7569.38,Qantas,Singapore,Person_4846,Branch
T00974,2025-05-19,18:55:35,C2335,Investment,Wire Transfer,9111.43,W00lw0rths Services,Hong Kong,Company_6712,ATM
T00703,2025-06-30,14:14:18,C5403,Savings,ATM Withdrawal,8442.44,ANZ,UAE,Entity_8891,ATM
T00893,2025-06-04,17:05:38,C4416,Savings,Crypto Purchase,12874.2,BP Australia,UAE,Person_6018,Branch
T00589,2025-08-20,11:23:57,C9975,Savings,ATM Withdrawal,20180.91,Telstra,Singapore,Person_2831,ATM
T00319,2025-02-21,06:49:15,C2364,Checking,Wire Transfer,24895.99,PayPal,Australia,Company_1857,Third Party
T00670,2025-04-22,16:18:10,C5637,Savings,Wire Transfer,17654.1,Kmart,United States,Entity_1246,Mobile App
T00646,2025-01-15,22:50:36,C9535,Business,Crypto Purchase,12434.34,Woolworths,Hong Kong,Entity_8632,Mobile App
T00275,2025-05-23,22:34:42,C5299,Business,Crypto Purchase,9539.45,MerchantServices Ltd,UAE,Person_4589,Branch
T00550,2025-07-01,12:32:43,C2673,Investment,ATM Withdrawal,3564.38,Google Play,Australia,Company_6918,ATM
T00599,2025-01-12,07:45:25,C5398,Investment,Wire Transfer,15637.79,Myer,Australia,Company_5186,Third Party
T00503,2025-02-22,00:00:38,C6868,Business,Wire Transfer,9248.05,Qantass Travel,Singapore,Entity_6289,Online
T00304,2025-07-20,15:26:24,C2061,Business,Wire Transfer,19191.51,Coles,China,Person_5575,Third Party
T00727,2025-01-30,08:57:35,C7006,Checking,Wire Transfer,20029.2,Woolworths,Singapore,Entity_3535,Online
T00894,2025-08-24,03:13:39,C8968,Business,Crypto Purchase,10993.45,ALDI,Australia,Person_2147,Third Party
T00762,2025-05-18,11:30:33,C9974,Checking,Wire Transfer,17451.91,Bunnings,China,Entity_8308,Third Party
T00161,2025-08-13,14:57:52,C2968,Savings,ATM Withdrawal,7025.03,Kmart,United States,Company_5435,Online
T00314,2025-06-09,06:33:10,C6626,Investment,Wire Transfer,24824.47,IKEA,United States,Person_6951,Branch
T00061,2025-10-03,01:32:53,C8149,Checking,ATM Withdrawal,24294.22,Westpac,Hong Kong,Company_7654,ATM
T00203,2025-08-26,18:43:17,C5009,Investment,Online Payment,17879.15,Westpac,Australia,Person_7076,ATM
T00296,2025-09-03,19:02:08,C9553,Savings,Wire Transfer,8787.95,Harvey Norman,China,Entity_8360,Branch
T00299,2025-03-04,01:49:18,C5347,Savings,ATM Withdrawal,9117.59,Westpack Banking Co,Singapore,Company_3339,Mobile App
T00755,2025-07-22,03:02:19,C6227,Investment,Cash Deposit,16569.69,IKEA,United Kingdom,Person_9366,Branch
T00366,2025-08-14,00:55:42,C8386,Business,Online Payment,2255.79,Target,Hong Kong,Entity_3006,Online
T00828,2025-02-02,05:51:50,C7273,Investment,ATM Withdrawal,80.73,Seek,Singapore,Company_5137,Third Party
T00898,2025-04-22,12:21:47,C6784,Checking,Wire Transfer,6956.85,Optus,United Kingdom,Company_5781,ATM
T00907,2025-02-12,20:39:17,C3984,Investment,Wire Transfer,10355.13,ZipPay,Hong Kong,Company_8155,ATM
T00876,2025-06-02,06:11:28,C8128,Savings,Online Payment,11781.06,Harvey Norman,Hong Kong,Company_5895,Online
T00868,2025-08-22,16:43:47,C4995,Checking,Cash Deposit,13712.43,Uber,United Kingdom,Person_7765,Third Party
T00782,2025-01-09,13:34:43,C3842,Checking,Cash Deposit,15833.92,ALDI,China,Person_8320,ATM
T00814,2025-03-08,19:47:39,C1726,Business,Crypto Purchase,22357.78,Optus,Australia,Entity_3774,Mobile App
T00039,2025-03-25,04:23:44,C1267,Checking,ATM Withdrawal,13044.81,Aldi Australia,UAE,Entity_1163,ATM
T00493,2025-09-28,17:11:50,C4062,Business,Cash Deposit,9817.48,Coles Express,Hong Kong,Entity_9054,ATM
T00925,2025-10-03,13:21:52,C2958,Savings,Cash Deposit,9103.91,FastFunds Remit,UAE,Person_2680,Online
T00170,2025-04-12,18:50:09,C2709,Business,Wire Transfer,9897.55,Harvey Norman,Hong Kong,Entity_8149,Branch
T00041,2025-09-06,05:47:42,C4605,Investment,Cash Deposit,18695.64,Woolworths,Hong Kong,Person_9600,Online
T00377,2025-04-17,14:38:24,C1340,Checking,Crypto Purchase,11300.22,IAG Insurance,Hong Kong,Entity_4997,Online
T00813,2025-04-14,05:00:38,C5630,Savings,Wire Transfer,9806.68,GoldenGate Exports,Singapore,Entity_9691,ATM
T00656,2025-09-07,02:44:52,C5369,Checking,Online Payment,14776.26,Telstra,Hong Kong,Person_6807,Branch
T00643,2025-03-31,14:09:08,C7916,Savings,Wire Transfer,6784.28,Seek,Hong Kong,Person_2654,Branch
T00899,2025-08-08,12:58:16,C4267,Checking,ATM Withdrawal,7132.17,JB Hi-Fi,UAE,Entity_7474,Third Party
T00605,2025-09-14,21:37:22,C2338,Checking,Wire Transfer,7396.92,Telstra,United States,Company_1994,Online
T00969,2025-04-05,00:40:23,C6474,Investment,Crypto Purchase,15143.6,Caltex,China,Person_6491,Third Party
T00930,2025-06-20,02:49:31,C9567,Business,Cash Deposit,21112.05,Westpac,UAE,Person_4467,Third Party
T00409,2025-06-25,02:20:31,C3325,Business,Crypto Purchase,9766.44,PayQuick Offshore,Hong Kong,Entity_4170,Mobile App
T00127,2025-02-14,05:15:08,C8078,Business,Cash Deposit,2372.91,Apple Store,United States,Entity_3634,Branch
T00341,2025-09-01,23:27:46,C3581,Business,Cash Deposit,9442.76,Coles,Hong Kong,Person_4051,Branch
T00507,2025-06-16,00:09:54,C9188,Investment,ATM Withdrawal,21925.3,Bunnings,China,Company_7349,ATM
T00812,2025-04-22,04:26:45,C8044,Investment,Cash Deposit,6891.67,David Jones,United Kingdom,Entity_7406,Third Party
T00054,2025-07-30,20:55:35,C4748,Savings,Online Payment,21584.43,Target,Singapore,Company_1392,Mobile App
T00370,2025-09-20,13:34:37,C9960,Investment,Online Payment,16002.07,Domain,Hong Kong,Entity_9774,Branch
T00696,2025-08-26,18:16:37,C5473,Business,ATM Withdrawal,19979.64,eBay,Hong Kong,Person_7327,ATM
T00176,2025-08-24,21:27:46,C1459,Investment,ATM Withdrawal,18532.18,Uber,China,Entity_6888,Branch
T00834,2025-07-28,02:29:46,C9734,Business,Crypto Purchase,14777.09,Caltex,United Kingdom,Company_4312,Mobile App
T00618,2025-09-15,19:45:15,C5021,Investment,ATM Withdrawal,508.85,Aldi Australia,Hong Kong,Person_9651,Branch
T00046,2025-10-07,16:53:21,C5569,Checking,Cash Deposit,1910.04,Coles,Hong Kong,Entity_9575,Online
T00237,2025-06-15,01:56:32,C3165,Investment,Cash Deposit,20033.68,Optus,UAE,Person_3268,Mobile App
T00675,2025-01-07,05:04:55,C5573,Business,Cash Deposit,4855.35,Telstra,United Kingdom,Entity_6022,ATM
T00916,2025-02-28,20:13:16,C5836,Savings,Cash Deposit,8163.49,Amazon,Singapore,Entity_3343,Branch
T00083,2025-02-12,04:49:58,C7100,Business,Cash Deposit,6839.7,Harvey Norman,Australia,Company_8034,Third Party
T00961,2025-06-08,14:55:39,C9120,Savings,Online Payment,21621.99,Google Play,Hong Kong,Person_6533,Branch
T00137,2025-09-21,10:12:20,C7247,Checking,Wire Transfer,279.47,Bunnings,Australia,Person_3175,ATM
T00007,2025-01-24,00:35:38,C7846,Checking,ATM Withdrawal,17716.41,Apple Store,UAE,Entity_8425,Third Party
T00068,2025-04-08,03:56:11,C6260,Investment,Crypto Purchase,15928.44,ALDI,China,Company_7176,Online
T00301,2025-03-13,16:01:28,C3503,Business,Crypto Purchase,12341.0,Woolworths,UAE,Entity_5398,Third Party
T00449,2025-08-05,22:16:28,C5265,Investment,Crypto Purchase,21644.4,Apple Store,Hong Kong,Entity_6685,Third Party
T00284,2025-06-07,03:07:43,C3476,Checking,Crypto Purchase,24217.87,IKEA,Australia,Entity_2005,Mobile App
T00025,2025-04-13,03:34:44,C6583,Checking,Crypto Purchase,448.36,ALDI,UAE,Person_8086,Mobile App
T00743,2025-03-18,00:43:38,C5793,Savings,Cash Deposit,8259.83,Afterpay,Singapore,Person_6898,Third Party
T00610,2025-05-07,16:30:14,C4965,Checking,Cash Deposit,10659.08,Myer,United Kingdom,Person_3424,Mobile App
T00949,2025-03-26,23:27:18,C6964,Business,Crypto Purchase,9674.68,ShadySales Pty,Singapore,Person_5199,Branch
T00672,2025-06-26,01:55:03,C9112,Checking,Wire Transfer,14220.23,Harvey Norman,United States,Company_3583,Third Party
T00803,2025-05-27,03:41:35,C4957,Investment,Cash Deposit,20656.72,ALDI,Hong Kong,Person_3650,Third Party
T00079,2025-05-27,20:38:15,C1753,Investment,Cash Deposit,10441.92,Caltex,China,Entity_6553,Branch
T00266,2025-05-26,01:22:03,C7754,Savings,Online Payment,12656.05,ALDI,United Kingdom,Entity_4919,ATM
T00738,2025-08-15,11:12:29,C2489,Business,Wire Transfer,2332.6,ANZ,Singapore,Person_1663,ATM
T00772,2025-04-21,07:02:56,C7863,Savings,Online Payment,12711.32,eBay,United Kingdom,Company_1377,Third Party
T00821,2025-07-10,23:12:02,C3025,Savings,ATM Withdrawal,2324.55,Bunnings,UAE,Person_7224,Branch
T00742,2025-09-07,04:20:40,C9496,Savings,ATM Withdrawal,21560.08,JB Hi-Fi,Singapore,Entity_8909,Branch
T00413,2025-09-05,10:13:39,C5049,Business,Wire Transfer,9254.4,IKEA,Australia,Entity_4684,Branch
T00258,2025-07-19,06:07:26,C5134,Investment,Crypto Purchase,24763.1,Woolworths,China,Company_7719,Branch
T00508,2025-04-08,09:11:21,C5147,Checking,Cash Deposit,2617.75,Kmart,Singapore,Entity_6152,Online
T00864,2025-07-25,15:08:54,C2293,Investment,Crypto Purchase,17866.47,ANZ,Australia,Entity_6953,Branch
T00818,2025-03-03,01:20:36,C2631,Business,Online Payment,21615.74,IAG Insurance,Australia,Company_3818,ATM
T00882,2025-03-21,07:26:20,C7299,Savings,Wire Transfer,13584.84,PayPal,Australia,Company_7987,Online
T00934,2025-01-28,11:20:47,C5111,Checking,ATM Withdrawal,6780.25,Bunnings,Hong Kong,Person_8112,Third Party
T00870,2025-03-27,22:10:13,C9745,Checking,Wire Transfer,1066.81,ZipPay,United Kingdom,Company_3549,Online
T00352,2025-07-15,22:36:31,C4214,Savings,Crypto Purchase,22833.49,IKEA,UAE,Person_2657,Online
T00481,2025-04-06,03:25:05,C1055,Business,ATM Withdrawal,18775.02,Aldi Australia,United Kingdom,Company_6954,ATM
T00837,2025-05-07,21:51:35,C2192,Business,Crypto Purchase,1857.55,Qantas,Hong Kong,Person_9357,Online
T00937,2025-03-12,18:31:19,C4090,Savings,ATM Withdrawal,16018.07,Commonwealth Bank,UAE,Company_3176,Mobile App
T00134,2025-05-21,23:16:55,C4231,Investment,ATM Withdrawal,21280.66,NAB,UAE,Person_7622,Online
T00309,2025-03-06,20:28:55,C2067,Investment,Crypto Purchase,13232.83,Amazon,Hong Kong,Entity_3388,Branch
T00414,2025-02-17,21:45:27,C1097,Investment,Wire Transfer,18026.88,Optus,Singapore,Person_9939,Branch
T00965,2025-10-12,21:31:16,C4799,Checking,Wire Transfer,23524.84,IKEA,United Kingdom,Entity_2987,ATM
T00793,2025-03-17,02:32:52,C3070,Business,Cash Deposit,16206.96,IKEA,United States,Entity_7375,Mobile App
T00596,2025-07-16,14:17:55,C5734,Checking,Online Payment,4576.81,Coles,Hong Kong,Company_1839,Branch
T00732,2025-05-09,13:52:47,C6504,Checking,Cash Deposit,18968.05,Target,UAE,Entity_4393,Mobile App
T00108,2025-09-30,22:18:19,C6827,Investment,Crypto Purchase,24586.41,ALDI,UAE,Entity_6020,Third Party
T00148,2025-02-21,23:45:13,C8946,Business,Wire Transfer,2387.19,Target,United States,Company_7576,ATM
T00981,2025-09-09,15:36:54,C8039,Savings,Cash Deposit,193.68,Myer,United Kingdom,Company_4429,Mobile App
T00020,2025-08-05,07:29:19,C3088,Checking,Online Payment,1208.94,ALDI,United Kingdom,Person_9211,Online
T00230,2025-10-11,10:59:39,C9459,Investment,Crypto Purchase,9396.58,PayPal,United Kingdom,Company_2088,Mobile App
T00495,2025-05-27,22:11:43,C6594,Savings,ATM Withdrawal,5764.18,Domain,China,Company_2594,ATM
T00720,2025-09-02,12:30:52,C2952,Checking,ATM Withdrawal,5830.21,BP Australia,UAE,Person_6531,Online
T00219,2025-06-28,10:15:46,C2871,Checking,Cash Deposit,3048.11,Target,UAE,Company_1164,Third Party
T00295,2025-01-23,22:42:17,C7198,Business,Cash Deposit,24650.73,Aldi Australia,Hong Kong,Company_5289,Third Party
T00439,2025-09-08,17:19:05,C2687,Checking,Online Payment,2589.47,NAB,China,Company_7943,Third Party
T00996,2025-02-23,13:55:05,C8664,Savings,ATM Withdrawal,13189.26,eBay,United Kingdom,Entity_1851,Branch
T00779,2025-03-12,01:01:06,C4160,Checking,Wire Transfer,7119.41,Uber,China,Company_5897,ATM
T00166,2025-07-23,19:05:20,C2379,Checking,Wire Transfer,21332.59,Domain,China,Entity_5775,ATM
T00586,2025-07-17,22:02:18,C2518,Checking,Cash Deposit,5992.66,Seek,China,Entity_1768,Branch
T00636,2025-03-31,02:27:21,C8750,Investment,Crypto Purchase,9762.93,PayPal,Hong Kong,Company_7049,Online
T00781,2025-03-05,04:24:50,C3442,Checking,Crypto Purchase,21011.03,NAB,United Kingdom,Person_4104,Branch
T00208,2025-05-16,11:49:58,C2965,Business,Crypto Purchase,10736.45,Myer,Singapore,Company_4821,Third Party
T00345,2025-08-29,12:43:44,C2099,Checking,Cash Deposit,24249.36,Caltex,Australia,Entity_3024,Online
T00098,2025-06-12,16:49:41,C9020,Savings,Online Payment,15258.63,PayPal,Hong Kong,Person_5011,Third Party
T00387,2025-06-04,10:32:48,C9523,Investment,Crypto Purchase,9763.91,UAE Trade Co,UAE,Entity_3398,Third Party
